CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Card Type,Point Earned,Saldo_Atividade,Produtos_Idade,Score_Idade,Churn_Real,Churn_Previsto,Probabilidade_Churn
766,1,0,28,4,90696.78,1,0,1,21597.2,0,1,2,599,45348.39,0.03571428571428571,27.357142857142858,0,0,0.0002437185
668,2,0,69,9,0.0,1,0,1,134483.07,0,5,2,397,0.0,0.014492753623188406,9.681159420289855,0,0,0.00024352477
660,0,1,30,7,146301.31,1,0,0,96847.91,0,1,2,950,146301.31,0.03333333333333333,22.0,0,0,0.0002430991
687,0,0,31,2,0.0,2,0,1,145411.39,0,3,3,347,0.0,0.06451612903225806,22.161290322580644,0,0,0.00024297487
592,0,0,37,7,0.0,2,1,1,126726.33,0,5,3,241,0.0,0.05405405405405406,16.0,0,0,0.00024293413
708,0,1,32,10,86614.06,2,1,1,172129.26,0,4,2,330,43307.03,0.0625,22.125,0,0,0.00024095396
661,2,1,20,8,0.0,1,1,0,110252.53,0,3,1,330,0.0,0.05,33.05,0,0,0.00024077184
644,2,1,28,0,0.0,2,1,0,119419.37,0,5,1,266,0.0,0.07142857142857142,23.0,0,0,0.00024034867
649,1,0,41,4,115897.73,1,1,0,143544.48,0,3,1,536,115897.73,0.024390243902439025,15.829268292682928,0,0,0.00023981236
630,2,1,30,3,0.0,2,0,1,10486.69,0,5,2,274,0.0,0.06666666666666667,21.0,0,0,0.00023863156
838,2,0,41,5,0.0,2,1,0,81313.51,0,1,3,867,0.0,0.04878048780487805,20.4390243902439,0,0,0.00023793659
655,2,0,78,2,0.0,2,0,1,188435.38,0,5,3,975,0.0,0.02564102564102564,8.397435897435898,0,0,0.00023774609
683,0,1,38,7,109346.13,2,1,0,102665.92,0,4,0,603,109346.13,0.05263157894736842,17.973684210526315,0,0,0.00023753401
723,0,0,40,7,142856.95,2,0,0,38019.74,0,5,2,522,142856.95,0.05,18.075,0,0,0.0002368698
711,0,0,32,1,0.0,2,1,0,126188.42,0,4,3,296,0.0,0.0625,22.21875,0,0,0.00023660256
684,0,1,27,2,134603.88,1,1,1,71725.73,0,3,1,342,67301.94,0.037037037037037035,25.333333333333332,0,0,0.0002365067
734,0,1,30,3,0.0,2,1,0,107640.25,0,4,0,245,0.0,0.06666666666666667,24.466666666666665,0,0,0.0002364483
705,0,1,30,1,0.0,1,1,1,181300.32,0,5,3,554,0.0,0.03333333333333333,23.5,0,0,0.00023456683
544,2,1,37,2,0.0,2,0,0,135067.02,0,5,0,322,0.0,0.05405405405405406,14.702702702702704,0,0,0.00023433079
635,0,0,48,8,130796.33,2,1,1,43250.3,0,4,3,885,65398.165,0.041666666666666664,13.229166666666666,0,0,0.00023374414
566,2,1,63,2,120787.18,2,1,1,52198.84,0,4,3,803,60393.59,0.031746031746031744,8.984126984126984,0,0,0.00023322346
667,2,1,77,2,0.0,1,1,1,34702.92,0,4,0,965,0.0,0.012987012987012988,8.662337662337663,0,0,0.00023310784
489,2,1,58,4,0.0,2,1,1,191419.32,0,4,3,486,0.0,0.034482758620689655,8.431034482758621,0,0,0.00023307718
807,0,1,35,3,174790.15,1,1,1,600.36,0,3,3,861,87395.075,0.02857142857142857,23.057142857142857,0,0,0.00023284374
716,0,0,29,10,87946.39,1,1,1,182531.74,0,1,1,660,43973.195,0.034482758620689655,24.689655172413794,0,0,0.00023207288
523,0,1,30,1,83181.29,1,1,1,138176.78,0,4,3,246,41590.645,0.03333333333333333,17.433333333333334,0,0,0.00023186342
500,2,1,38,7,0.0,2,0,0,192013.23,0,2,0,870,0.0,0.05263157894736842,13.157894736842104,0,0,0.00023164533
573,0,1,35,9,0.0,2,1,0,11743.89,0,4,0,253,0.0,0.05714285714285714,16.37142857142857,0,0,0.00023154575
653,1,1,31,9,143321.97,1,1,0,83679.46,0,3,0,495,143321.97,0.03225806451612903,21.06451612903226,0,0,0.00023143605
554,0,1,44,7,85304.27,1,1,1,58076.52,0,4,1,895,42652.135,0.022727272727272728,12.590909090909092,0,0,0.00023126489
656,0,1,37,7,112291.34,1,1,0,153157.97,0,5,3,722,112291.34,0.02702702702702703,17.72972972972973,0,0,0.00023107466
562,2,1,36,5,0.0,1,0,1,182843.24,0,5,0,615,0.0,0.027777777777777776,15.61111111111111,0,0,0.0002309729
610,1,1,57,6,106938.11,2,0,1,186612.47,0,4,0,913,53469.055,0.03508771929824561,10.701754385964913,0,0,0.00023072351
669,0,1,37,4,0.0,1,1,0,132540.33,0,5,2,968,0.0,0.02702702702702703,18.08108108108108,0,0,0.00023065819
662,2,1,20,9,104508.77,2,0,0,73107.53,0,5,0,944,104508.77,0.1,33.1,0,0,0.0002305188
566,0,1,34,3,0.0,1,0,0,188135.69,0,4,1,999,0.0,0.029411764705882353,16.647058823529413,0,0,0.00023036457
719,2,1,38,0,0.0,1,1,0,126876.47,0,1,3,954,0.0,0.02631578947368421,18.92105263157895,0,0,0.00023024161
481,0,0,28,10,0.0,2,1,0,145215.96,0,4,2,318,0.0,0.07142857142857142,17.178571428571427,0,0,0.0002300836
639,2,1,34,5,139393.19,2,0,0,33950.08,0,2,0,883,139393.19,0.058823529411764705,18.794117647058822,0,0,0.00023004763
641,2,1,31,3,153316.14,1,1,0,59927.99,0,4,0,667,153316.14,0.03225806451612903,20.677419354838708,0,0,0.00022907386
850,0,0,36,6,0.0,2,1,1,190194.95,0,1,1,978,0.0,0.05555555555555555,23.61111111111111,0,0,0.00022793091
506,1,1,28,8,53053.76,1,0,1,24577.34,0,3,1,340,26526.88,0.03571428571428571,18.071428571428573,0,0,0.00022792352
797,0,1,30,10,69413.44,1,1,1,74637.57,0,4,1,856,34706.72,0.03333333333333333,26.566666666666666,0,0,0.00022749843
714,0,0,40,0,0.0,2,1,0,62762.12,0,1,3,970,0.0,0.05,17.85,0,0,0.0002271707
637,0,0,33,7,103377.81,1,1,0,84419.78,0,1,3,449,103377.81,0.030303030303030304,19.303030303030305,0,0,0.00022603662
416,0,1,32,0,0.0,2,0,1,878.87,0,5,1,884,0.0,0.0625,13.0,0,0,0.0002253304
635,2,0,29,8,138296.94,2,1,0,141075.51,0,1,2,608,138296.94,0.06896551724137931,21.896551724137932,0,0,0.00022459704
638,0,0,48,10,138333.03,1,1,1,47679.14,0,3,3,893,69166.515,0.020833333333333332,13.291666666666666,0,0,0.00022413989
850,1,1,36,7,102800.72,1,1,1,87352.43,0,1,0,471,51400.36,0.027777777777777776,23.61111111111111,0,0,0.00022354825
553,2,0,39,1,142876.98,2,1,0,44363.42,0,4,2,649,142876.98,0.05128205128205128,14.179487179487179,0,0,0.00022295053
733,1,1,39,5,91538.51,1,1,1,93783.0,0,3,2,336,45769.255,0.02564102564102564,18.794871794871796,0,0,0.00022213745
762,2,1,29,10,115545.33,2,1,0,148256.43,0,3,2,931,115545.33,0.06896551724137931,26.275862068965516,0,0,0.00022192279
748,2,1,60,3,0.0,2,1,1,78194.37,0,1,0,505,0.0,0.03333333333333333,12.466666666666667,0,0,0.00022168149
731,2,1,46,10,0.0,2,1,0,153015.42,0,2,1,416,0.0,0.043478260869565216,15.891304347826088,0,0,0.00022135305
768,0,0,36,5,180169.44,2,1,0,17348.56,0,2,1,760,180169.44,0.05555555555555555,21.333333333333332,0,0,0.00022016276
633,2,1,33,4,137847.41,2,1,0,98349.13,0,1,0,836,137847.41,0.06060606060606061,19.181818181818183,0,0,0.00021989991
670,0,0,33,7,0.0,2,1,1,88187.81,0,2,0,241,0.0,0.06060606060606061,20.303030303030305,0,0,0.00021989299
778,0,1,33,1,0.0,2,1,0,85439.73,0,2,0,624,0.0,0.06060606060606061,23.575757575757574,0,0,0.0002196271
638,0,0,34,7,0.0,2,1,1,198969.78,0,4,3,577,0.0,0.058823529411764705,18.764705882352942,0,0,0.00021912278
675,0,0,21,8,98373.26,1,1,0,18203.0,0,5,3,985,98373.26,0.047619047619047616,32.142857142857146,0,0,0.00021911674
624,0,0,62,7,125163.62,2,1,1,151411.5,0,5,1,513,62581.81,0.03225806451612903,10.064516129032258,0,0,0.00021891437
547,0,0,51,1,0.0,2,1,1,56908.41,0,2,3,868,0.0,0.0392156862745098,10.72549019607843,0,0,0.00021890394
748,0,1,44,2,92911.52,1,0,1,85495.24,0,5,2,805,46455.76,0.022727272727272728,17.0,0,0,0.00021832697
679,0,1,40,1,0.0,1,1,1,16897.19,0,5,2,713,0.0,0.025,16.975,0,0,0.00021829763
626,0,1,44,10,0.0,2,0,0,164287.86,0,4,1,627,0.0,0.045454545454545456,14.227272727272727,0,0,0.00021791997
627,0,1,73,0,146329.73,1,0,1,43615.67,0,2,0,871,73164.865,0.0136986301369863,8.58904109589041,0,0,0.00021758859
657,0,0,37,6,95845.6,1,1,0,122218.23,0,5,1,517,95845.6,0.02702702702702703,17.756756756756758,0,0,0.00021738104
849,0,1,35,4,110837.73,1,0,0,126419.8,0,3,2,599,110837.73,0.02857142857142857,24.257142857142856,0,0,0.00021726395
494,1,1,37,5,107106.33,2,1,0,172063.09,0,3,2,586,107106.33,0.05405405405405406,13.35135135135135,0,0,0.00021658183
454,0,1,34,4,0.0,2,1,0,198817.72,0,2,2,731,0.0,0.058823529411764705,13.352941176470589,0,0,0.00021653352
430,0,1,31,5,0.0,1,1,0,95655.16,0,1,1,533,0.0,0.03225806451612903,13.870967741935484,0,0,0.00021627086
714,2,1,29,9,0.0,2,1,0,129192.55,0,3,0,323,0.0,0.06896551724137931,24.620689655172413,0,0,0.00021576317
585,1,1,44,7,163867.86,1,1,1,112333.22,0,1,2,473,81933.93,0.022727272727272728,13.295454545454545,0,0,0.00021520082
709,0,0,32,7,0.0,2,1,1,199418.02,0,5,1,529,0.0,0.0625,22.15625,0,0,0.00021436528
586,0,0,52,6,140900.97,1,1,1,67288.89,0,3,3,396,70450.485,0.019230769230769232,11.26923076923077,0,0,0.00021425514
627,2,1,40,10,0.0,2,1,1,194792.42,0,5,1,545,0.0,0.05,15.675,0,0,0.0002140728
690,0,1,36,7,101583.11,2,1,0,123775.15,0,2,0,423,101583.11,0.05555555555555555,19.166666666666668,0,0,0.00021397669
642,2,0,33,9,0.0,2,1,1,150475.14,0,4,1,341,0.0,0.06060606060606061,19.454545454545453,0,0,0.00021330509
794,2,1,31,0,144880.34,2,0,1,175643.44,0,3,2,542,72440.17,0.06451612903225806,25.612903225806452,0,0,0.00021314326
554,2,1,26,8,149134.46,1,1,1,177966.24,0,1,3,631,74567.23,0.038461538461538464,21.307692307692307,0,0,0.00021090476
705,0,0,50,4,77065.9,2,0,1,145159.26,0,4,2,726,38532.95,0.04,14.1,0,0,0.00021062222
601,0,0,37,5,0.0,1,0,0,20708.6,0,2,1,987,0.0,0.02702702702702703,16.243243243243242,0,0,0.00021025926
526,0,0,37,5,53573.18,1,1,0,62830.97,0,4,1,870,53573.18,0.02702702702702703,14.216216216216216,0,0,0.00021021275
811,0,1,42,10,0.0,2,1,1,3797.79,0,5,3,750,0.0,0.047619047619047616,19.30952380952381,0,0,0.00020996416
724,0,1,29,4,0.0,1,1,0,8982.75,0,5,1,881,0.0,0.034482758620689655,24.96551724137931,0,0,0.00020987088
678,2,0,49,1,0.0,2,1,1,102472.9,0,1,1,502,0.0,0.04081632653061224,13.83673469387755,0,0,0.00020974205
649,2,0,38,8,0.0,1,1,0,103760.53,0,2,3,858,0.0,0.02631578947368421,17.07894736842105,0,0,0.00020942991
420,1,0,31,1,108377.75,2,1,1,9904.63,0,2,0,593,54188.875,0.06451612903225806,13.548387096774194,0,0,0.00020846666
535,0,0,29,2,112367.34,1,1,0,185630.76,0,2,2,989,112367.34,0.034482758620689655,18.448275862068964,0,0,0.00020784188
850,2,1,41,8,132838.07,1,1,1,175347.28,0,4,0,751,66419.035,0.024390243902439025,20.73170731707317,0,0,0.00020605238
491,0,0,36,0,53369.13,1,1,1,103934.12,0,1,1,540,26684.565,0.027777777777777776,13.63888888888889,0,0,0.00020593063
491,2,0,61,8,0.0,2,0,1,139861.53,0,4,2,973,0.0,0.03278688524590164,8.049180327868852,0,0,0.00020540702
781,2,1,35,4,80790.74,1,1,0,116429.51,0,2,3,456,80790.74,0.02857142857142857,22.314285714285713,0,0,0.00020533614
559,2,0,27,1,0.0,1,0,1,1050.33,0,5,0,658,0.0,0.037037037037037035,20.703703703703702,0,0,0.0002050284
850,0,1,34,6,0.0,1,0,1,52796.31,0,3,1,831,0.0,0.029411764705882353,25.0,0,0,0.0002048373
701,0,0,34,3,105588.66,1,0,1,74694.41,0,4,3,316,52794.33,0.029411764705882353,20.61764705882353,0,0,0.00020466218
741,2,0,42,9,121056.63,2,1,0,39122.58,0,4,2,872,121056.63,0.047619047619047616,17.642857142857142,0,0,0.0002043237
705,1,0,40,3,92889.91,1,1,1,109496.69,0,1,2,451,46444.955,0.025,17.625,0,0,0.00020420158
850,0,0,34,2,0.0,2,0,0,51919.04,0,4,0,506,0.0,0.058823529411764705,25.0,0,0,0.00020332071
647,1,1,35,3,192407.97,1,1,1,40145.28,0,3,0,962,96203.985,0.02857142857142857,18.485714285714284,0,0,0.00020282116
754,2,0,19,9,0.0,1,1,0,189641.11,0,3,3,933,0.0,0.05263157894736842,39.68421052631579,0,0,0.00020269898
651,1,0,25,2,109175.14,2,1,0,114566.47,0,1,3,652,109175.14,0.08,26.04,0,0,0.00020232226
555,1,1,41,10,113270.2,2,1,1,185387.14,0,1,3,398,56635.1,0.04878048780487805,13.536585365853659,0,0,0.00020227442
805,0,0,31,4,0.0,2,1,0,4798.12,0,2,2,863,0.0,0.06451612903225806,25.967741935483872,0,0,0.00020189407
633,2,1,42,10,0.0,1,0,1,79408.17,0,2,3,660,0.0,0.023809523809523808,15.071428571428571,0,0,0.00020094917
456,1,1,32,9,133060.63,1,1,1,125167.92,0,2,0,655,66530.315,0.03125,14.25,0,0,0.00020059598
748,0,0,41,2,91621.69,1,1,1,71139.31,0,5,3,896,45810.845,0.024390243902439025,18.24390243902439,0,0,0.0002002436
737,2,0,45,2,0.0,2,0,1,177695.67,0,2,1,614,0.0,0.044444444444444446,16.377777777777776,0,0,0.00020014663
850,2,1,22,2,0.0,2,1,1,9684.52,0,1,1,793,0.0,0.09090909090909091,38.63636363636363,0,0,0.00019990403
637,0,1,32,3,0.0,2,1,1,197827.06,0,5,3,704,0.0,0.0625,19.90625,0,0,0.00019942713
766,0,0,26,3,104258.8,1,1,1,428.23,0,5,3,392,52129.4,0.038461538461538464,29.46153846153846,0,0,0.00019938378
605,0,0,36,6,0.0,1,0,1,690.84,0,4,0,373,0.0,0.027777777777777776,16.805555555555557,0,0,0.00019933723
680,0,0,47,5,0.0,2,1,1,179843.33,0,1,0,735,0.0,0.0425531914893617,14.46808510638298,0,0,0.00019928475
714,1,0,35,6,126077.43,2,1,1,53954.24,0,2,0,352,63038.715,0.05714285714285714,20.4,0,0,0.00019838045
470,2,0,31,2,101675.22,2,1,0,45033.75,0,1,3,788,101675.22,0.06451612903225806,15.161290322580646,0,0,0.00019741793
762,2,1,35,9,122929.42,2,0,0,149822.04,0,3,3,504,122929.42,0.05714285714285714,21.771428571428572,0,0,0.00019694302
727,0,0,29,1,146652.01,1,1,1,173486.39,0,1,0,518,73326.005,0.034482758620689655,25.06896551724138,0,0,0.00019671461
708,1,1,42,9,176702.36,2,1,1,104804.74,0,1,3,942,88351.18,0.047619047619047616,16.857142857142858,0,0,0.00019629473
744,2,0,26,5,166297.89,1,1,1,181694.44,0,1,2,526,83148.945,0.038461538461538464,28.615384615384617,0,0,0.00019578723
775,2,1,30,4,0.0,2,0,1,57461.13,0,5,2,368,0.0,0.06666666666666667,25.833333333333332,0,0,0.0001957557
627,1,1,29,5,139541.58,2,1,0,80607.33,0,1,0,662,139541.58,0.06896551724137931,21.620689655172413,0,0,0.00019567955
646,1,1,48,8,169023.33,2,1,1,175657.55,0,4,2,593,84511.665,0.041666666666666664,13.458333333333334,0,0,0.00019540417
565,0,0,44,1,0.0,2,0,1,89602.81,0,1,3,691,0.0,0.045454545454545456,12.840909090909092,0,0,0.00019506128
589,0,0,50,4,0.0,2,0,1,182076.97,0,4,2,441,0.0,0.04,11.78,0,0,0.00019498578
650,0,1,32,2,84906.45,1,1,0,163216.48,0,1,1,902,84906.45,0.03125,20.3125,0,0,0.0001944967
664,0,0,41,5,0.0,1,1,1,152054.33,0,5,2,550,0.0,0.024390243902439025,16.195121951219512,0,0,0.00019412578
633,0,1,29,10,130206.28,1,1,0,184654.87,0,5,1,957,130206.28,0.034482758620689655,21.82758620689655,0,0,0.00019336467
761,0,0,33,6,138053.79,2,1,0,148779.41,0,1,2,985,138053.79,0.06060606060606061,23.060606060606062,0,0,0.00019330459
698,1,1,55,8,155059.1,2,1,1,144584.29,0,2,1,976,77529.55,0.03636363636363636,12.690909090909091,0,0,0.00019299352
652,0,1,31,2,119148.55,1,0,0,149740.22,0,1,2,718,119148.55,0.03225806451612903,21.032258064516128,0,0,0.00019279268
532,0,0,40,5,0.0,2,0,1,177099.71,0,4,0,712,0.0,0.05,13.3,0,0,0.00019269931
463,2,0,35,2,0.0,2,1,1,1950.93,0,2,0,803,0.0,0.05714285714285714,13.228571428571428,0,0,0.0001925476
554,0,0,39,10,0.0,2,1,1,18391.93,0,2,0,565,0.0,0.05128205128205128,14.205128205128204,0,0,0.00019184573
505,2,1,35,8,116932.59,1,1,0,91092.84,0,4,2,671,116932.59,0.02857142857142857,14.428571428571429,0,0,0.00019183915
531,0,0,42,2,0.0,2,0,1,90537.47,0,2,1,556,0.0,0.047619047619047616,12.642857142857142,0,0,0.000191715
715,0,1,34,4,124314.45,1,0,0,97782.92,0,2,3,874,124314.45,0.029411764705882353,21.029411764705884,0,0,0.00019082919
734,2,1,39,6,0.0,1,1,1,95135.27,0,1,1,593,0.0,0.02564102564102564,18.82051282051282,0,0,0.00019058333
663,0,1,67,9,0.0,3,1,1,72318.77,0,3,2,747,0.0,0.04477611940298507,9.895522388059701,0,0,0.00018976608
721,2,1,33,5,0.0,2,0,1,117626.9,0,1,3,300,0.0,0.06060606060606061,21.848484848484848,0,0,0.00018941629
605,1,0,31,1,117992.59,1,1,1,183598.77,0,2,3,496,58996.295,0.03225806451612903,19.516129032258064,0,0,0.00018899071
738,2,0,33,3,122134.4,2,0,1,27867.59,0,4,3,298,61067.2,0.06060606060606061,22.363636363636363,0,0,0.0001889817
540,2,0,31,10,118158.74,1,1,1,158027.57,0,4,3,645,59079.37,0.03225806451612903,17.419354838709676,0,0,0.00018878054
531,2,1,27,8,132576.25,1,0,0,7222.92,0,5,3,835,132576.25,0.037037037037037035,19.666666666666668,0,0,0.00018860566
597,0,1,45,7,0.0,2,0,0,167756.45,0,2,2,972,0.0,0.044444444444444446,13.266666666666667,0,0,0.00018847352
651,2,0,63,8,129968.67,1,1,1,11830.53,0,3,2,746,64984.335,0.015873015873015872,10.333333333333334,0,0,0.0001879746
548,1,1,32,2,98986.28,1,1,1,55867.38,0,4,0,315,49493.14,0.03125,17.125,0,0,0.00018788213
769,0,0,26,7,0.0,2,1,0,176843.53,0,1,1,667,0.0,0.07692307692307693,29.576923076923077,0,0,0.00018782695
612,0,0,43,4,139496.35,2,1,1,77128.23,0,2,1,590,69748.175,0.046511627906976744,14.232558139534884,0,0,0.00018771183
679,2,0,28,9,0.0,2,0,1,61761.77,0,3,1,293,0.0,0.07142857142857142,24.25,0,0,0.0001874777
727,2,1,38,2,62276.99,1,1,1,59280.79,0,4,0,757,31138.495,0.02631578947368421,19.13157894736842,0,0,0.00018726796
754,0,1,37,6,0.0,1,1,1,116141.72,0,5,3,495,0.0,0.02702702702702703,20.37837837837838,0,0,0.00018670368
502,1,0,32,1,173340.83,1,0,1,122763.95,0,1,2,434,86670.415,0.03125,15.6875,0,0,0.00018639861
551,0,0,38,10,0.0,2,1,1,216.27,0,2,3,912,0.0,0.05263157894736842,14.5,0,0,0.00018624334
750,0,1,33,2,152302.72,1,1,0,71333.44,0,3,2,971,152302.72,0.030303030303030304,22.727272727272727,0,0,0.00018617943
678,1,1,83,6,123356.63,1,0,1,92934.41,0,4,0,753,61678.315,0.012048192771084338,8.168674698795181,0,0,0.00018612813
558,0,1,27,1,152283.39,1,1,0,183271.15,0,1,1,783,152283.39,0.037037037037037035,20.666666666666668,0,0,0.00018563186
687,2,0,50,5,0.0,2,1,0,110230.4,0,1,2,878,0.0,0.04,13.74,0,0,0.00018557029
752,1,1,30,4,81523.38,1,1,1,36885.85,0,1,3,403,40761.69,0.03333333333333333,25.066666666666666,0,0,0.00018553843
777,2,0,35,3,0.0,2,1,1,17257.72,0,2,1,616,0.0,0.05714285714285714,22.2,0,0,0.0001854233
850,0,1,37,6,0.0,2,1,0,109291.22,0,1,0,740,0.0,0.05405405405405406,22.972972972972972,0,0,0.00018510163
461,0,0,35,5,0.0,1,1,1,54209.02,0,2,1,710,0.0,0.02857142857142857,13.17142857142857,0,0,0.0001850658
706,0,1,18,2,176139.5,2,1,0,129654.22,0,3,2,405,176139.5,0.1111111111111111,39.22222222222222,0,0,0.0001843963
769,1,1,43,4,110182.54,2,1,1,87537.32,0,2,2,505,55091.27,0.046511627906976744,17.88372093023256,0,0,0.00018438749
546,0,0,30,5,0.0,2,0,1,198543.09,0,4,0,808,0.0,0.06666666666666667,18.2,0,0,0.00018435181
613,2,1,29,0,0.0,2,0,1,133897.32,0,5,3,291,0.0,0.06896551724137931,21.137931034482758,0,0,0.0001837744
741,1,1,36,8,116993.43,2,1,0,168816.22,0,3,3,612,116993.43,0.05555555555555555,20.583333333333332,0,0,0.00018342218
669,0,0,31,6,113000.66,1,1,0,40467.82,0,4,1,655,113000.66,0.03225806451612903,21.580645161290324,0,0,0.00018325419
662,0,0,39,5,139562.05,2,1,0,61636.22,0,4,2,871,139562.05,0.05128205128205128,16.974358974358974,0,0,0.0001830394
689,2,0,55,4,0.0,2,1,1,58442.25,0,2,2,977,0.0,0.03636363636363636,12.527272727272727,0,0,0.00018234435
627,1,1,62,3,143426.34,2,1,1,143104.3,0,4,0,875,71713.17,0.03225806451612903,10.112903225806452,0,0,0.00018233826
585,0,1,56,4,138227.19,2,1,1,55287.84,0,4,1,708,69113.595,0.03571428571428571,10.446428571428571,0,0,0.00018227464
667,0,1,44,8,122277.87,1,1,1,91810.71,0,5,2,950,61138.935,0.022727272727272728,15.159090909090908,0,0,0.00018207802
595,0,0,39,7,120962.13,1,0,0,23305.01,0,3,0,359,120962.13,0.02564102564102564,15.256410256410257,0,0,0.00018076866
679,1,0,32,0,88335.05,1,0,0,159584.81,0,5,0,641,88335.05,0.03125,21.21875,0,0,0.0001798861
778,0,1,37,3,141803.77,1,0,1,179421.84,0,3,1,397,70901.885,0.02702702702702703,21.027027027027028,0,0,0.00017971534
693,2,0,57,9,0.0,2,1,1,135502.77,0,4,3,401,0.0,0.03508771929824561,12.157894736842104,0,0,0.0001795225
464,0,1,38,3,116439.65,1,1,0,75574.48,0,5,0,434,116439.65,0.02631578947368421,12.210526315789474,0,0,0.0001790237
827,0,0,60,2,0.0,2,0,1,60615.83,0,3,0,750,0.0,0.03333333333333333,13.783333333333333,0,0,0.00017899484
688,0,0,32,6,123157.95,1,1,0,172531.23,0,3,1,499,123157.95,0.03125,21.5,0,0,0.00017894656
551,0,0,45,6,0.0,2,1,1,51143.43,0,1,1,692,0.0,0.044444444444444446,12.244444444444444,0,0,0.00017873698
587,1,0,38,0,132122.42,2,0,0,31730.32,0,5,0,916,132122.42,0.05263157894736842,15.447368421052632,0,0,0.00017870257
645,0,0,48,7,90612.34,1,1,1,149139.13,0,3,0,803,45306.17,0.020833333333333332,13.4375,0,0,0.00017847471
613,2,1,44,9,100524.69,1,1,1,47298.95,0,4,0,484,50262.345,0.022727272727272728,13.931818181818182,0,0,0.00017822727
593,0,1,41,6,0.0,2,1,1,99136.49,0,4,3,313,0.0,0.04878048780487805,14.463414634146341,0,0,0.00017814488
850,1,1,43,5,129305.09,2,0,1,19244.58,0,4,2,615,64652.545,0.046511627906976744,19.767441860465116,0,0,0.00017785109
799,2,1,38,2,0.0,2,1,1,59297.34,0,1,0,780,0.0,0.05263157894736842,21.026315789473685,0,0,0.00017784668
735,2,1,36,5,0.0,2,1,0,105152.17,0,3,2,259,0.0,0.05555555555555555,20.416666666666668,0,0,0.00017745183
747,1,1,29,7,117726.33,1,1,1,175398.34,0,5,1,942,58863.165,0.034482758620689655,25.75862068965517,0,0,0.00017644659
700,0,0,32,3,0.0,1,0,0,95740.37,0,2,3,790,0.0,0.03125,21.875,0,0,0.0001764355
521,0,1,30,2,107316.09,1,1,0,64299.82,0,2,3,945,107316.09,0.03333333333333333,17.366666666666667,0,0,0.00017632265
548,2,1,38,0,178056.54,2,1,0,38434.73,0,5,3,427,178056.54,0.05263157894736842,14.421052631578947,0,0,0.00017553255
712,0,1,34,1,0.0,2,1,1,195052.12,0,1,2,966,0.0,0.058823529411764705,20.941176470588236,0,0,0.00017548887
702,1,1,36,9,90560.48,2,1,0,174268.87,0,2,2,941,90560.48,0.05555555555555555,19.5,0,0,0.00017503432
691,0,1,26,9,136623.19,1,1,0,153228.0,0,3,1,550,136623.19,0.038461538461538464,26.576923076923077,0,0,0.00017498409
571,0,0,38,6,107193.82,2,0,0,38962.94,0,4,2,670,107193.82,0.05263157894736842,15.026315789473685,0,0,0.00017495056
773,2,0,23,8,0.0,2,1,0,56759.79,0,5,0,359,0.0,0.08695652173913043,33.608695652173914,0,0,0.00017493038
850,2,1,37,4,137204.77,1,1,1,28865.59,0,5,0,687,68602.385,0.02702702702702703,22.972972972972972,0,0,0.00017467853
663,1,1,37,7,143625.83,2,0,1,176487.05,0,3,3,342,71812.915,0.05405405405405406,17.91891891891892,0,0,0.00017467003
646,0,0,37,7,96558.66,1,0,0,163427.18,0,3,2,493,96558.66,0.02702702702702703,17.45945945945946,0,0,0.00017427011
679,0,1,39,0,86843.61,1,0,1,159830.58,0,5,2,1000,43421.805,0.02564102564102564,17.41025641025641,0,0,0.00017402302
592,2,1,55,8,85845.43,2,1,1,128918.42,0,2,2,564,42922.715,0.03636363636363636,10.763636363636364,0,0,0.00017395949
604,0,0,34,7,0.0,2,1,0,193021.49,0,2,3,457,0.0,0.058823529411764705,17.764705882352942,0,0,0.00017340586
490,1,1,33,5,96341.0,2,0,0,108313.34,0,1,0,707,96341.0,0.06060606060606061,14.848484848484848,0,0,0.00017293922
696,2,1,24,9,0.0,1,0,0,10883.52,0,3,3,916,0.0,0.041666666666666664,29.0,0,0,0.00017282565
782,0,0,70,7,97072.42,1,0,1,131177.22,0,3,1,714,48536.21,0.014285714285714285,11.17142857142857,0,0,0.00017246974
850,1,0,25,8,69385.17,2,1,0,87834.24,0,4,3,722,69385.17,0.08,34.0,0,0,0.0001724597
632,2,1,47,3,0.0,2,1,0,178822.32,0,3,0,980,0.0,0.0425531914893617,13.446808510638299,0,0,0.00017221189
742,1,1,33,1,137937.95,1,1,1,51387.1,0,4,3,954,68968.975,0.030303030303030304,22.484848484848484,0,0,0.00017219385
626,0,1,33,8,0.0,2,1,0,138504.28,0,4,2,331,0.0,0.06060606060606061,18.96969696969697,0,0,0.00017212817
653,0,1,43,0,0.0,2,1,0,27862.58,0,2,3,901,0.0,0.046511627906976744,15.186046511627907,0,0,0.00017210357
637,0,1,32,5,0.0,1,0,0,148769.08,0,2,1,491,0.0,0.03125,19.90625,0,0,0.00017203711
691,2,1,21,3,103000.94,1,1,1,104648.58,0,3,3,346,51500.47,0.047619047619047616,32.904761904761905,0,0,0.00017154406
703,1,0,26,1,97331.19,1,1,0,63717.49,0,5,0,425,97331.19,0.038461538461538464,27.03846153846154,0,0,0.000171443
